LossG,LossD
1.1821038722991943,1.892872929573059
1.5637545585632324,1.774796485900879
0.19265809655189514,1.8952394723892212
0.4098469614982605,1.9624836444854736
0.5743445754051208,1.705012559890747
0.7812572717666626,1.8756556510925293
0.8981156945228577,1.820088505744934
0.9949103593826294,1.6173498630523682
1.3928611278533936,1.9838924407958984
0.5330709218978882,1.278902530670166
0.684665322303772,1.4745655059814453
0.19081901013851166,1.4827678203582764
1.206337332725525,1.3285415172576904
2.0144829750061035,1.4718343019485474
0.017299825325608253,1.5191617012023926
0.29128822684288025,1.3647820949554443
1.0194811820983887,1.2143206596374512
0.3443662226200104,1.4409685134887695
0.7822851538658142,1.3100581169128418
-0.3318663239479065,1.7575948238372803
0.12265948206186295,1.4169461727142334
1.468641996383667,1.0896886587142944
1.7817918062210083,1.0594425201416016
1.4895949363708496,0.8846380710601807
0.027901677414774895,1.297977328300476
1.834049940109253,0.8152296543121338
0.31760072708129883,1.1997977495193481
1.6220073699951172,0.8575396537780762
0.7411800026893616,0.6314954161643982
1.3486018180847168,0.4912882447242737
1.5728027820587158,0.5224151015281677
0.761001706123352,0.6978496313095093
2.3277041912078857,0.514853835105896
1.3982267379760742,0.4028402864933014
1.6210047006607056,0.4000168442726135
2.019780397415161,0.4444355070590973
2.502744197845459,0.5280389189720154
1.379960536956787,0.3406776785850525
1.8037995100021362,0.4517049789428711
1.9963594675064087,0.3741356134414673
1.948758602142334,0.4012260138988495
1.769256591796875,0.36543986201286316
1.7682056427001953,0.2925160527229309
1.7230355739593506,0.5529237985610962
2.3655285835266113,0.32625725865364075
1.435275673866272,0.5509611964225769
2.085447311401367,0.44790351390838623
1.4793974161148071,0.3400964140892029
2.2232682704925537,0.23272386193275452
2.884654998779297,0.17819291353225708
3.1117382049560547,0.5923394560813904
2.306114673614502,0.2842150628566742
1.7399344444274902,0.5723549127578735
2.9054441452026367,0.43015018105506897
2.5274899005889893,0.24253545701503754
1.3017547130584717,0.42178571224212646
1.8408524990081787,0.31418663263320923
1.6979515552520752,0.27843350172042847
2.1241416931152344,0.3312009274959564
1.5382931232452393,0.5860041975975037
2.4803168773651123,0.14070552587509155
2.777914524078369,0.2720002233982086
2.0616061687469482,0.17359532415866852
3.0415968894958496,0.21490347385406494
2.860468864440918,0.2500392198562622
3.402827024459839,0.21763280034065247
2.8056225776672363,0.22630764544010162
3.2101168632507324,0.34364640712738037
2.8264901638031006,0.2228945791721344
2.705658435821533,0.17183852195739746
3.1035900115966797,0.17498046159744263
2.277951717376709,0.11739838123321533
2.3976492881774902,0.15675273537635803
3.2839694023132324,0.25589147210121155
2.456735134124756,0.23926381766796112
2.210982084274292,0.26352497935295105
2.650761127471924,0.13745522499084473
1.6625056266784668,0.3644719421863556
3.118896484375,0.2919693887233734
1.9329235553741455,0.19059094786643982
2.2691736221313477,0.24191820621490479
2.774583578109741,0.07818974554538727
3.5213770866394043,0.0761835128068924
2.3532564640045166,0.1184755489230156
2.8564319610595703,0.13656014204025269
2.8458199501037598,0.4015839695930481
3.390242576599121,0.23110060393810272
2.773682117462158,0.1861950159072876
3.073640823364258,0.09975181519985199
2.6188716888427734,0.22468459606170654
2.811554431915283,0.05491672083735466
2.838576555252075,0.19289973378181458
2.149087905883789,0.11361106485128403
3.2940750122070312,0.09330271929502487
3.9488930702209473,0.09713082015514374
3.268479824066162,0.0533018484711647
3.6888270378112793,0.10317394137382507
3.5941669940948486,0.1842896193265915
3.5354795455932617,0.17934352159500122
2.638498306274414,0.09852628409862518
